id,content,summary
bbc_7757,"Dang adong kasompatan hu au laho mangabaiho hal baik i ngolu, huhut au manggotaphon labo mandokkon hal on hu dirikku sandiri tiap ari",Ndang adong kasompatan mangabaiho hal baik di ngolu.
bbc_3818,au Manggashon di mangalehon Ulaon tu piga piga jolma di Mandongani au,Manggashon mangalehon ulaon tu jolma na mandongani.
bbc_404,"Dang holan tu sahalakna, ture do pangalahoan on gabe pongkok sihataon.",Pangalahoan gabe pongkok sihataon tu sude.
bbc_4834,"Jala, di paboa ibana ma umpama i tu masarakat huta.",Paboa umpama i tu masarakat huta.
bbc_3727,"molo pintu boi manghatai, asa i naeng manurinurihon turiturian angka jolma na markeinginan pir tading di jabu",Pintu manurinurihon turiturian jolma na markeinginan pir tading.
bbc_4149,"Ibana mamutushon laho  marsumpa, bahen mangundang tamu mangan borngin, jala laho mangadopi hasusaonna secara langsung.","Ibana mamutushon marsumpa, mangundang mangan, mangadopi hasusaon."
bbc_4382,"I paingothon au tu gareja ingananhu najolo pasangaphon tuhan, na saonari holan adonh dibagasan ingotanhu.",Ibana paingot tu gareja najolo na nuaeng holan di ingotanna.
bbc_1289,"Ibana manggoari anak siakanganna, sang partohap habangsaanna",Ibana manggoari anakna dohot goar habangsaan.
bbc_5620,Tataring na galak mansai tiur i mambaen manang ise pe na mamereng gabe tangis,Tataring na galak mambaen halak tangis.
bbc_6466,"au Sangga Manghombar, kelembapan di aoangaoang Tangkas buhai mamersep Mambahen batubatu mahiang huhut tungil.","Ibana manghombar, mambaen batubatu mahiang."
bbc_45,"Tingki parjolo, sabiji pikkiran baru tubu di roha nami",Pikkiran baru tubu di roha nasida.
bbc_7751,Ho dang ikkon boi mambaen horja mi i ari nanaeng ro molo suassa tong songonon,Unang mambaen horja molo suasana so cocok.
bbc_4755,"Unang alang roha taringot paheanmu na metep, nin a,alana sae adong do cara laho paturehonna.",Unang alang roha taringot pahean na boi dipature.
bbc_556,"tompu, tudos pintu aek na bungbung, soara engkel mapisar sian jabu jabu na lungun I, Manimpuli ari bagas langit na  digoki las ni roha.",Soara engkel mapisar patuduhon las ni roha.
bbc_3130,Ibana mangulahon on asa halaki belajar lao mangadopi cara-cara naso hasea ni halaki,Ibana mangulahon asa halak belajar mangadopi na so hasea.
bbc_1665,"Baoa i, dohot matana na tongtong tu pastina, ditanda alana pangarajumionna nang lungun",Baoa i ditanda sian pangarajumion na lungun.
bbc_5529,"Nang pe mamora, ndada adong hadoharon arta na boi pasonanghon ibana.",Arta ndang pasonanghon ibana nang pe mamora.
bbc_5420,"Dungko maringkat satongkin, mulak ibana, gabe las rohana dohot ringgas.",Ibana mulak las roha dohot ringgas dung maringkat.
bbc_7378,John longang mamereng angin na tombu barubah,John longang mamereng angin na maruba.
bbc_1796,"Di ladang, jonok sumur, dongandonganna i andorang diparmahan tu mangan duhut",Donganna mangan duhut jonok sumur di ladang.
bbc_5301,"ganup parporangan ima persaingan, hagarangonna gabe parhorasan.",Parporangan gabe parhorasan.
bbc_7854,"Nasida dang lao mamocahon tradisi inon,dungkossa molo panena roa.",Nasida ndang mamocahon tradisi di tingki panen.
bbc_1554,"Haputuson deuan i, sada langka natodos laho paiashon anak baoa siangkangan sian sisolhot nagabe ualikota, manonggoti sude jolma",Haputuson deuan mambaen anak baoa gabe ualikota.
bbc_2224,Alai au naeng lobi sian sambing somal-somal nama di tingki jolo,Au naeng lobi sian somal di tingki jolo.
bbc_4249,Manang ise pe na habotoan mangalaosi aturan on ingkon diuhum borat.,Na mangalaosi aturan diuhum borat.
bbc_6606,hau poso ni Nunga tubu lobi riar sian di pinahan pinahan na dinaunginya.,Hau poso tubu godang sian pinahan na dinaungi.
bbc_6382,"Alani i , akka horong na mamorluhon boi do malum huhut paulak gogo ni nasida",Horong na mamorluhon boi malum jala mulak gogo.
bbc_342,"Ibana tongtong mardalan tigor sopola marnipang, tingki mandalanhkn siulaonna",Ibana mardalan tigor di karejo.
bbc_1158,Ibana diamoamo dohot mansai sambor angkup atasanna maradu ibana manadinghon karejoan huhut hepeng na i.,"Ibana diamoamo, manadinghon karejo dohot hepeng."
bbc_183,"Ibana mangalean tanda tu sundut naposo, patuduhon ringkotna manjaha",Ibana mangalean tanda ringkot manjaha tu naposo.
bbc_4435,"Ibana ima halak na  mandongani pangisi ni huta, gariada tingki mangadopi hamatean, tongtong mangiring nasida.",Ibana mandongani huta di tingki hamatean.
bbc_223,Natoras ni gelleng baoa i nga margabus sada rampak asing huhut ibana adongma pinompar nasida,Natoras ni gelleng margabus jala maranak.
bbc_2449,"Ibana nunga manawarhon poda na laos sambil minum sagalas anggur,alai au mamillit lao mangalaoshon.","Ibana manawarhon poda dohot anggur, au mamillit mangalao."
bbc_4802,"Alai ditingki on, dipillit ibana do ndang magolap haputuson i.",Ibana ndang magolap haputuson i.
bbc_854,Ibana porsea sada surusuruan andorang marorot ibana.,Ibana porsea surusuruan marorot ibana.
bbc_5349,"ibana dang holan sundar manurat, alai ibana ndada isi manghajongjonghon ginjang hasundatonna.","Ibana sundar manurat, ndang manghajongjonghon hasundatan."
bbc_6289,Nunga diboan ho hami tuan nami tu inganan na mansai balga on,Ho mamboan hami tu inganan na balga.
bbc_2996,Au manjumpai cara lao mamakke tingki ku asa lobi efektif.,Au manjumpai cara manggunakan tingki na efektif.
bbc_4570,"Dibagasan carita onma, sada hal gabe torang.",Sada hal gabe torang di carita on.
bbc_2814,"Dohot akka saritana,baoa i,na polos Hera biru-biru,tarida lobi par burju,namambaen akka jolma na asing salut hu pangalahona.","Baoa i par burju, mambaen halak salut."
bbc_3036,"Di tingki hapala pasukan i mangalean parenta,sude parajurit margora rappak.",Parajurit margora rappak dung mandapot parenta.
bbc_4244,"Ibaa jotjot.mandok, ' Sude halak dijalo dimejakku', jaa ibana marsitutu, tinhtonh sonang mambagi sipanganon tu ise pe na ro.",Ibana sonang mambagi sipanganon tu na ro.
bbc_7919,"Masalana, hita porlu mangalului mulani pardanaon alternatif",Hita porlu mangalului pardanaon alternatif.
bbc_4042,Walikota naeng ampuna pangurupi na setia asa mangurupi saleleng acara i.,Walikota naeng ampuna pangurupi setia saleleng acara.
bbc_5768,"Alai, molo sai hu ulahon i, sai songon na golap do, tangan hu pe Ndang boi manunggulhon i",Au ndang boi manunggulhon molo huulahon i.
bbc_3292,"alana longo Sa Kota ni Songon pa tanoman, dolidoli matua ni manggirgir, bojok dohot ndada adong do na di paro Sa.","Kota songon patanoman, ndang adong na diparo."
bbc_6273,"Jago na i, ala aha na didokhon ibana tu ahu ingkon tuson do ho",Jago mandok au ingkon tuson.
bbc_3295,"Dung maninggalhon ruangan, au mandapioti dirihu na saleleng on ojak sasadaon lungunan, mangunsande di dorpi.","Au mangunsande di dorpi, ojak lungunan."
bbc_3494,"au pikkir au ndada naeng hea pasombuhon hagogoton ngolu Manggomgomi au, alai au sala.",Au sala marpikkir ndang boi pasombuhon hagogoton.
bbc_2861,"Molo nubuat,na nunga mangaramal kota Aning gabe akka rurar,namasa,i ikkon jadi dalan jenderal i lao manaroso.","Kota Aning gabe rurar, dalan jenderal manaroso."
bbc_7370,"Nangpe adong godang halangan, ibana ikkon mangalewati hasusaon-hasusaon on",Ibana mangalewati hasusaon nang pe marhalangan.
bbc_1692,"Dibagasan hatenangan ni jabu ibadah i, pandeta makkatai olap janji hangoluon na tontong. Ibana makkatai, andorang ho mangalean ngolumu tu iman, i songon api na manutung sude haraguan.",Pandeta makkatai olap janji hangoluon na tontong.
bbc_694,"Alai, hadameon gabe bonosan tuhu sagi angka na patupahon",Hadameon gabe bonosan tu na patupahon.
bbc_5470,"Haputuson i dibuat sian ibana, disarat tu bagas sondang na tiur, huhut tardempar di lautan pikkiranna.","Haputuson dibuat, disarat tu sondang na tiur."
bbc_780,Pintu gudang i tartutup dohot hatop i pudini,Pintu gudang tartutup hatop.
bbc_5943,"Bah, sai arop do rohana asa mungkap pintu na godang siingoton disi",Ibana arop mungkap pintu na godang siingoton.
bbc_2990,"Laos, porlu Aning tolu jom lao paradehpn sudena.",Aning porlu tolu jom paradehon sudena.
bbc_4288,"Tardapot uhum na mandok, molo adong jolma na tarboto mancoba mambahen hancit halak naasing, nasida ingkon disuru mardalan ndang marsipatu di dalan na marpotpotan.",Uhum mandok na mancoba manganciti halak ingkon mardalan so marsipatu di dalan marpotpotan.
bbc_4296,"Ibana naek tu podoman, jala andorang ibana manyadarina, ibana nunga tarpodom renges.",Ibana tarpodom renges.
bbc_439,"Tingki ibana mambereng marsampur lungun ni roha dohot tekad, dang diakui na dohot ibana di hajadian i patandahon partukaran ni hajadianna rundut.",Ibana dohot di hajadian partukaran rundut.
bbc_7352,Asini rohana na balga mambaen ibana di sesa jolma naso marsala na didokkon naso tikkos,Asini rohana mambaen ibana disesa na so marsala.
bbc_744,"Ibana, na marasal siang inganan na",Ibana marasal sian inganan na.
bbc_5708,"Nangpe pitung ibana,ringgas do si Johan jala malo marmeam piano","Johan ringgas, malo piano, nang pe pitung."
bbc_624,Imbaru pe au hasea haruar  andorang au di paboa ala inganan i targarar saarga sada sen,Au haruar dung dipaboa inganan gararon sasen.
bbc_2774,"Tingki ibana ujungna makkatai,hata hatana manombus halongoon songon podang,pas ibana mangalusi sukkun-sukkun manang pas ibana mambaen sukkun sukkun na baru.",Hata ibana manombus halongoon songon podang.
bbc_868,"Ima, adong sada punguan sarita , na disurat angkup ahu, na marupahon panggoki pangimbung saumur ngolu ahu.",Adong punguan sarita pangimbung saumur ngolu.
bbc_5872,Naeng diungkap ibana ma sihabunian na disimpan sahalak ni ibana martaontaon,Ibana naeng mangungkap sihabunian martaon-taon.
bbc_1328,"Dang adong Nipi na bolon laho dieaki ahu, alai ahu pe dang mangarihon realita na jorbut na ingkon hu adopi.","Au ndang mangarihon realita jorbut, ndang marnipi bolon."
bbc_214,Nasida mamatos sada gulmiton  na manguba kota on salelengna,Nasida mamatos gulmiton manguba kota salelengna.
bbc_5502,"Baoa i, i ma na patulushon hagogoon ngolu, i ma na gabe menara mercusuar na manondangi angka halak kota.","Baoa i gabe menara mercusuar, patulushon hagogoon di kota."
bbc_28,"Molo dang lomo roha ni halak tu par ro ni angka na asing, ndang boi marganda parbinotoan ni halak i.",Ndang boi marganda binotoan molo so lomo tu na asing.
bbc_1360,Sopisik bilut i adongma sada na diajarhon ibana tu ganup baoa huhut boruboru na barani masuk tu si.,Sopisik bilut mangajar sada hal tu na barani masuk.
bbc_5374,"sasude nai taringot tu au dohot pardalanan hu, huhut au na sering marpikkir, aha na naeng masa molo ala gogo suda?",Au marpikkir taringot masa depan dohot ngolu.
bbc_7553,Ahu ungga mambaen haputusan laho mampahabis gok waktu dohot pahoppuna,Au mamutushon mampahabis gok waktu.
bbc_1675,"Nga leleng au dang mamikkirhon parompuan ni, huhut au tarsonggot mambege andorang ibana nunga monding",Au tarsonggot mambege ibana monding.
bbc_2549,"Alani portibi,di bagas sampur tangan debata,nunga manaburhon habiaronna,di masa i,ibana manjumpai hadameon.",Ibana manjumpai dame di sampur tangan Debata.
bbc_1761,"Au mangalusina, pasahathon bonosan au tontang tenggat tingki na poltik",Au pasahathon bonosan taringot tenggat poltik.
bbc_870,Sude jolma ingkon mqndohoti laho manjadihonsa hasea.,Jolma ingkon mandohoti laho manjadihon hasea.
bbc_6893,"parmahan ni Nunga mangalean nasida Panganon huhut mudumudu, Mamuhul halangsungon ngolu nasida.",Parmahan mangalean panganon dohot mudumudu.
bbc_6016,Adong do jolma na mangelek asa dipingkiri ibana jo muse,Adong jolma mangelek dipingkiri muse.
bbc_3150,"Molo adong na manikkun, ibana boi mandokkon molo ibana naeng mambagihon.",Ibana boi mandokkon naeng mambagi.
bbc_1492,"Alai, nda hita ingkon manggarar hasegaon manang mamahe homitan ta laho manggarar?",Hita ingkon manggarar hasegaon manang homitan?
bbc_4792,"Manggosok bahjna na hansit dope, sang hakim mamutushon laho maradi, jala ibana marjanji laho manginum teh ubat i muse.","Hakim mamutushon maradi, marjanji manginum ubat."
bbc_1445,"Apala poltik do uhum ulaula, nasida tarida do na lobi jotjot mangonjar ni pangalaosi ronsot tu haporseaon na gok dohot hajahaton huhut siaginon, molo ditudoshon inganan na asing.",Poltik jotjot mangonjar pangalaosi ronsot haporseaon.
bbc_1194,"Nata pe hajamotanna timbo,angka na di kota tong do mabiar, dang boi sasudena mandai hadameon na diporluhon dijabu ni nasida.","Halak mabiar di kota, ndang mandai dame di jabu."
bbc_816,Nasida marsorinsorin manurinurihon turiturian ompu sijolojolo tubu nasida,Nasida manurinurihon ompu sijolojolo tubu.
bbc_440,"Ido pe, pandita nga mandokhon ala pintu i naeng dibuha di parpunguan partangianan taon on",Pandita mandok pintu buha di parpunguan taon on.
bbc_5926,"Ala ndang Adong ibana, dipillit ma goa i gabe udean",Goa gabe udean ala ndang adong ibana.
bbc_3318,raja on manurat boaboa na patinda dalan Sa harajaon Sa,Raja manurat boaboa patinda dalan harajaon.
bbc_5435,Dibagasan las ni roha ibana manghatahon tu angka donganna i ma nunga dapot na muse kota naung mago i.,Ibana mandok nunga dapot muse kota na mago.
bbc_7237,"Dang adong be sinta i ate-atena, na adong holan masihol Ikkon sasuatu na imbaru","Ndang adong sinta, holan masihol tu na imbaru."
bbc_1918,Haputusonna tu mangalului asisten imbaru didohoti sian maruarar na panggadisan nang signifikan,Ibana mangalului asisten imbaru sian panggadisan.
bbc_4793,"Panatapan harbangan na tarbukka diampu raphon las ni roha, jala ibana tarbereng mardalan masuk.",Ibana masuk tu harbangan na tarbukka.
bbc_3223,tupa do dohot mambuha pintu on ibana boi manjumpanghon hasuksesan na saleleng on ibana lulu,Ibana manjumpai hasuksesan na dilului leleng.
bbc_5787,Mangido ma imana asa magihuthon parau i asa sahat halak i tu bariba ni sunge i,Imana mangido mangihut parau tu bariba sunge.
bbc_6950,"Di putushon imana mambaen tangan na di pittu, marasahon hau na kasar","Imana mambaen tangan di pittu, marasahon hau kasar."
bbc_3270,"ibana Sasadaon di adaran tano na bolak, mangaehon Marsibahen lomo ni rohana na ruar somal.","Ibana sasadaon di tano bolak, mangaehon lomo roha."
bbc_3976,"durus aran tu Nangkohan buhit, Pamolusan binanga di jonok di san gabe asal halalas Sagi dakdanak.",Nangkohan buhit gabe asal halalas dakdanak.
bbc_3311,au ndada mamorluhon Ontangan di Mamatos petualangan    on.,Au ndang mamorluhon ontangan di petualangan.
bbc_415,"Dung manilik parhambangonna hatop hian, ibana  mangalathon ala nadira naeng mangalangkap jalur on",Ibana mangalathon nadira mangalangkap jalur.
bbc_1947,"Ibana nunga balik, dohot sipareakan tu mangajar dakdanak diparpunguanna tontang porludo parsiajaran",Ibana mulak mangajar dakdanak taringot parsiajaran.
bbc_4772,"Dugulna, sendi di holangholang ni haehae dohot pat bagian toru, mambetakhonibana marlojong humatop sian godangan lawanna.",Ibana marlojong sian lawan marhite dugul.
bbc_4952,Ibana dang hea mulai sian i alana kota i dang songon na salpu muse.,Kota ndang songon na salpu muse.
bbc_7191,"Seniman i, mangharat ngingina sappe makkuling alani jut ni rohana, dang boi mamereng aha arti ni luat na uli na dijolo na.","Seniman mangharat, ndang mamereng luat na uli."
bbc_2149,"Ni adongma pintu dipunsu liang, na mangalehon panatapan sandok porlak i, nang naeng mambuha sabiji pisik",Adong pintu di punsu liang mangalehon panatapan.
bbc_6929,be loni au mangahap apoapo na ndada boi dipatorang di mambuha pintu ni.,Mangahap apoapo di mambuha pintu ni na so boi dipatorang.
bbc_6311,Na mabiar dohot sai lomos do rohana si Sarah molo mate lampu. Sai manimpan senter do ibana di lambung ni podoman na i,"Sarah mabiar di hagolapon, manimpan senter di lambung podoman."
bbc_7001,"Anakkon na i dang hea di kasari, ahape na masa.","Anakna ndang hea di kasari, sude na masa."
bbc_7898,"Alani i, anggina inon mangaladeni akka tamu sandiri.",Anggina sandiri mangaladeni tamu.
bbc_3187,"Bintang-bintang Tarida tegang i langit,alai halaki dang palaohon hagolapon.","Bintang tarida di langit, alai ndang palaohon hagolapon."
bbc_321,Manimbang sissin omas bagas syikal adongma praktek na boa dipadalan,Manimbang sissin omas di syikal gabe praktek na boa.
bbc_4877,"nasida naeng mambagi harta, sude anggota siap manjalo bagian, termasuk ma na poso.","Mambagi harta tu sude anggota, dohot na poso."
bbc_4764,"Marhite cara on, ibana dungo tibu hian, martujuan naeng mangangkat acara i tu tingkat na tumimbo.",Dungo tibu laho pasingkat acara tu tingkat na tumimbo.
bbc_3043,"Belajarma sian ibana,jala molo ho mangulahonna,ho ikkon mamboto uhum i.",Marsiajar jala boto uhum na mangulahonna.
bbc_2165,Ibana buhai mandokhon tangiang tu pasangaphon ni aka deua andorangso mamuhai parsiajaran.,Mandokhon tangiang pasangaphon Debata andorang mamuhai parsiajaran.
bbc_7226,Nasida ima klompok narintik,Nasida ima klompok narintik.
bbc_4447,"Molo ibana marsangkap manoho padanna, ibana ingkon paluahon kunci ni masa depanna","Molo marsangkap manoho, paluahon kunci masa depan."
bbc_3553,"mambuha pintu on, ibana boto, naeng gabe allam na ndada naeng hea boi ibana sundat pa",Mambuha pintu tu alam na so hea boi ibana sundat.
bbc_6450,"au ndada uas, ninna, saut ibana ndada manginum aek na dilehon Tu ibana.","Ndang uas, ndang manginum aek na dilehon."
bbc_4310,"Tingki hami mamaksahon diri naeng nangkok, hami ndang sabar naeng sahat tu pusuk jala paboahon barita nauli tarinhot tu pardungdungion nami.",Nangkok tu pusuk naeng paboahon barita nauli.
bbc_25,"Aka jolma on ro mangalului au, manungkunhon aha na masa",Jolma ro mangalului jala manungkun na masa.
bbc_6472,"molo au ndada mida Poto iboto baea baea au, au naeng mangarimpu ala au maradong di jabu na maradong di jabu na sala.",Mangarimpu ala di jabu na sala.
bbc_505,"Au mamerem porlak hami biasa marmeam tingki dakdanak, huhut porlak on pasingothonhu tu sarita sarita tontang tingki dakdanak",Mamerem porlak marningot tingki dakdanak.
bbc_2146,"Serep hahapalaon ni angka ompung desa, sabiji inganan pangondian dohot nagara dipauli",Pauli inganan pangondian jala nagara di desa.
